"Code","Name","Latitude","Longitude","No_Observed","Number_By_Party_Hours","year","bird"
"MSTU","Tupelo",34.2276,-88.7012,"1",0.0159,"1997","NPT"
"MNEX","Excelsior",44.8617,-93.5244,"1",0.008,"1997","NPT"
"INSC","Southern Lake County",41.32,-87.3098,"1",0.0202,"1997","NPT"
"FLCB","Choctawhatchee Bay",30.4462,-86.5182,"1",0.0084,"1997","NPT"
"ORHR","Hood River",45.6167,-121.5667,"1",0.0308,"1997","NPT"
"CTWE","Westport",41.164,-73.358,"1",0.0068,"1997","NPT"
"PACH","Chambersburg",39.9,-77.5834,"1",0.007,"1997","NPT"
"KSDC","Dodge City",37.7777,-100.01,"1",0.0435,"1997","NPT"
"PALZ","Lititz",40.2261,-76.3024,"1",0.0071,"1997","NPT"
"FLTA","Tampa",28.0107,-82.4595,"1",0.0138,"1997","NPT"
"FLNP","North Pinellas",28.0672,-82.7388,"1",0.0035,"1997","NPT"
"FLVB","Vero Beach",27.6667,-80.4167,"1",0.0105,"1997","NPT"
"KSSC","Scott Lake",38.5843,-100.9064,"1",0.0533,"1997","NPT"
"ILLA","Lisle Arboretum",41.7518,-87.9738,"1",0.0067,"1997","NPT"
"ALMT","Mobile-Tensaw Delta",30.75,-87.95,"1",0.0235,"1997","NPT"
"PABH","Bethlehem-Easton",40.6184,-75.3169,"1",0.0073,"1997","NPT"
"WACK","Columbia Hills-Klickitat Valley",45.7667,-120.7833,"1",0.0216,"1997","NPT"
"NCHC","Henderson County",35.343,-82.553,"1",0.0135,"1997","NPT"
"WIAS","Ashland",46.5829,-90.9064,"1",0.0417,"1997","NPT"
"WAYV","Yakima Valley",46.5919,-120.4555,"1",0.0126,"1997","NPT"
"MEPD","Pemaquid-Damariscotta",43.9332,-69.4666,"1",0.0455,"1997","NPT"
"PASB","Southeastern Bradford County",41.7033,-76.2747,"1",0.0141,"1997","NPT"
"WYCH","Cheyenne",41.1402,-104.8202,"1",0.0194,"1997","NPT"
"PAUB","Upper Bucks County",40.4036,-75.365,"1",0.0062,"1997","NPT"
"WIMI","Milwaukee",43.1041,-87.9169,"1",0.0109,"1997","NPT"
"MABB","Buzzards Bay",41.6517,-70.6206,"1",0.0167,"1997","NPT"
"COPE","Penrose",38.3907,-105.144,"1",0.0139,"1997","NPT"
"PAWC","West Chester",39.9667,-75.6,"1",0.007,"1997","NPT"
"MACC","Cape Cod",41.7207,-69.9968,"1",0.012,"1997","NPT"
"GASC","St. Catherines Island",31.6351,-81.1226,"1",0.0114,"1997","NPT"
"ILJO","Joliet",41.5113,-88.1244,"1",0.0182,"1997","NPT"
"IL1P","Mermet Public Hunting-Fishing",37.2667,-88.8333,"1",0.0667,"1997","NPT"
"KYLO","Louisville",38.2929,-85.6284,"1",0.0099,"1997","NPT"
"OHYO","Youngstown",41.0467,-80.6983,"1",0.0196,"1997","NPT"
"PABE","Bald Eagle S.P.",41.0149,-77.6605,"1",0.0203,"1997","NPT"
"MIMP","Mount Pleasant",43.6256,-84.8484,"cw",0,"1997","NPT"
"CAMS","Mount Shasta",41.5342,-122.4141,"cw",0,"1997","NPT"
"CTWR","Woodbury-Roxbury",41.5352,-73.2791,"cw",0,"1997","NPT"
"NEOM","Omaha",41.1143,-95.8849,"cw",0,"1997","NPT"
"MAPL","Plymouth",41.8733,-70.6012,"cw",0,"1997","NPT"
"PATU","Tunkhannock",41.5364,-75.9476,"cw",0,"1997","NPT"
"MXOJ","Oaxaca de Juarez, Oaxaca, Mexico",17.1,-96.6833,"cw",0,"1997","NPT"
"RPPC","Pacific Canal Area, Panama",9.0003,-79.5832,"cw",0,"1997","NPT"
"MIEL","East Lansing",42.766,-84.4935,"cw",0,"1997","NPT"
"PAIN","Indiana",40.615,-79.1408,"cw",0,"1997","NPT"
"NCWS","Winston-Salem",36.084,-80.3067,"cw",0,"1997","NPT"
"WYDU","Dubois",43.5342,-109.6333,"cw",0,"1997","NPT"
"ORGP","Grants Pass",42.4186,-123.3669,"cw",0,"1997","NPT"
"ILDE","Decatur",39.8426,-88.9535,"cw",0,"1997","NPT"
"MANO","Northampton",42.3439,-72.6028,"cw",0,"1997","NPT"
"COFC","Fort Collins",40.6454,-105.1141,"cw",0,"1997","NPT"
"NMZU","Zuni",35.0333,-108.8167,"cw",0,"1997","NPT"
"CAPV","Peace Valley",39.1982,-121.8219,"70550",1068.9394,"1998","NPT"
"CAST","Stockton",38.116,-121.3954,"16656",119.3978,"1998","NPT"
"ORFG","Forest Grove",45.4851,-123.1269,"14978",241.5806,"1998","NPT"
"NCMA","Mattamuskeet N.W.R.",35.45,-76.1333,"14202",188.106,"1998","NPT"
"BCLA","Ladner",49.0538,-123.0573,"10213",75.9331,"1998","NPT"
"CABE","Benicia",38.1143,-122.1094,"9076",43.6703,"1998","NPT"
"LALT","Lacassine N.W.R.-Thornwell",30.0626,-92.8147,"8176",57.3754,"1998","NPT"
"TXLA","Laguna Atascosa N.W.R.",26.2391,-97.3814,"7802",98.4479,"1998","NPT"
"LACA","Catahoula N.W.R.",31.508,-92.0589,"7680",96.9085,"1998","NPT"
"MOHF","(Horton) Four Rivers",38.02,-94.357,"7550",88.8235,"1998","NPT"
"TXVI","Victoria",28.8723,-97.0784,"7110",85.4054,"1998","NPT"
"SCAB","Ace Basin",32.6126,-80.4813,"6730",611.8182,"1998","NPT"
"WAPB","Padilla Bay",48.4834,-122.5667,"6697",40.8354,"1998","NPT"
"TXPA","Port Aransas",27.8502,-97.1,"5366",62.9443,"1998","NPT"
"TXCF","Corpus Christi (Flour Bluff)",27.6584,-97.2938,"4943",35.3071,"1998","NPT"
"BCWR","White Rock",49.062,-122.7289,"4233",14.8007,"1998","NPT"
"CASM","Sacramento",38.6,-121.55,"4161",22.2216,"1998","NPT"
"FLMI","Merritt Island N.W.R.",28.6171,-80.6815,"4117",25.6511,"1998","NPT"
"TXBL","Buffalo Lake N.W.R.",34.9187,-102.0428,"4000",470.5882,"1998","NPT"
"ORSI","Sauvie Island",45.7562,-122.8008,"3999",60.1353,"1998","NPT"
"TXCY","Cypress Creek",29.9561,-95.89,"3982",89.9887,"1998","NPT"
"MSWC","Washington County (south)",33.097,-90.9857,"3884",73.283,"1998","NPT"
"WABG","Bellingham",48.8112,-122.5629,"3091",17.3652,"1998","NPT"
"TXMM","Matagorda County-Mad Island Marsh",28.6833,-95.9833,"2931",8.936,"1998","NPT"
"CACB","Centerville Beach to King Salmon",40.642,-124.2428,"2864",15.719,"1998","NPT"
"DEBH","Bombay Hook N.W.R.",39.2152,-75.4822,"2852",20.518,"1998","NPT"
"TXAR","Aransas N.W.R.",28.2333,-96.8833,"2816",27.9504,"1998","NPT"
"LACW","Crowley",30.1107,-92.3619,"2730",14.3684,"1998","NPT"
"ILCY","Cypress Creek",37.319,-89.0213,"2626",30.5349,"1998","NPT"
"WASB","Skagit Bay",48.2973,-122.3879,"2375",29.321,"1998","NPT"
"ORCV","Coquille Valley",43.115,-124.2983,"2263",14.9868,"1998","NPT"
"TXBP","Bolivar Peninsula",29.5504,-94.4668,"2222",24.6889,"1998","NPT"
"MXRR","Rancho Rincon de Anacahuitas, Tamaulipas, Mexico",25.5833,-97.5,"2196",64.5882,"1998","NPT"
"TXHA","Hagerman N.W.R.",33.7807,-96.7444,"2172",44.6914,"1998","NPT"
"CAAR","Arcata",40.8653,-124.1565,"2110",11.9209,"1998","NPT"
"LAPP","Pine Prairie",30.7643,-92.3765,"1973",19.4384,"1998","NPT"
"TXRO","Rockport",28.0669,-97.1167,"1926",22.0114,"1998","NPT"
"UTFS","Fish Springs N.W.R.",39.8107,-113.399,"1881",89.5714,"1998","NPT"
"CARC","Rio Cosumnes",38.3505,-121.4175,"1868",11.1656,"1998","NPT"
"MDLK","Lower Kent County",39.1427,-76.1921,"1799",21.939,"1998","NPT"
"WAKA","Kent-Auburn",47.3598,-122.1787,"1700",14.346,"1998","NPT"
"CALS","Los Baños",37.0612,-120.8849,"1697",21.8264,"1998","NPT"
"NYOO","Oak Orchard Swamp",43.1517,-78.3904,"1609",19.682,"1998","NPT"
"WAEV","Everett-Marysville",48.0833,-122.2167,"1565",15.8481,"1998","NPT"
"WASD","Sequim-Dungeness",48.1,-123.0667,"1291",6.867,"1998","NPT"
"ORCO","Corvallis",44.5071,-123.2695,"1222",8.6821,"1998","NPT"
"PAGL","Delaware County (Glenolden)",39.8992,-75.3729,"1165",6.4722,"1998","NPT"
"TXAP","Attwater Prairie Chicken N.W.R.",29.6344,-96.3667,"1142",9.262,"1998","NPT"
"CAOC","Orange County (coastal)",33.6725,-117.9453,"1064",3.8,"1998","NPT"
"NCBP","Bodie-Pea Island",35.7824,-75.5458,"1036",11.3846,"1998","NPT"
"VACI","Chincoteague N.W.R.",37.9672,-75.3669,"1026",10.8342,"1998","NPT"
"CAPR","Point Reyes Peninsula",38.1216,-122.8901,"985",2.6425,"1998","NPT"
"KSQU","Quivira N.W.R.",38.15,-98.4833,"965",41.9565,"1998","NPT"
"NMBD","Bosque del Apache N.W.R.",33.8051,-106.8907,"956",17.5413,"1998","NPT"
"LASA","Sabine N.W.R.",29.8545,-93.3892,"952",5.3259,"1998","NPT"
"LANO","New Orleans",30.0236,-89.9167,"871",8.4399,"1998","NPT"
"ORTB","Tillamook Bay",45.5167,-123.8833,"870",9.5082,"1998","NPT"
"TXAM","Amarillo",34.9851,-101.7021,"855",30.5357,"1998","NPT"
"TXFR","Freeport",29.0172,-95.3551,"831",2.4918,"1998","NPT"
"ALWH","Wheeler N.W.R.",34.6001,-86.8837,"814",8.9451,"1998","NPT"
"CATO","Thousand Oaks",34.1489,-118.9699,"740",9.1925,"1998","NPT"
"ORDA","Dallas",44.8965,-123.3384,"736",12.5812,"1998","NPT"
"TXMN","McNary",31.2682,-105.7871,"720",32.7273,"1998","NPT"
"MDSD","Southern Dorchester County",38.3617,-76.0371,"720",8.7273,"1998","NPT"
"NMRO","Roswell",33.397,-104.3983,"687",12.6055,"1998","NPT"
"NVFA","Fallon",39.3965,-118.773,"682",13.1154,"1998","NPT"
"ORAI","Airlie",44.7131,-123.1744,"657",8.3165,"1998","NPT"
"CATL","Tule Lake",41.9465,-121.539,"610",17.9412,"1998","NPT"
"FLSM","St. Marks",30.1536,-84.2227,"595",6.2632,"1998","NPT"
"CAES","Escondido",33.1025,-116.9403,"582",3.906,"1998","NPT"
"NMLA","Lakes Avalon-Brantley",32.5661,-104.294,"571",18.7213,"1998","NPT"
"NMSE","Sevilleta N.W.R.",34.3167,-106.95,"568",17.2121,"1998","NPT"
"AKCO","Cordova",60.5313,-145.6451,"565",11.7708,"1998","NPT"
"MIAB","Anchor Bay",42.6273,-82.6647,"562",5.0179,"1998","NPT"
"ORSA","Salem",44.9437,-123.0388,"539",3.7692,"1998","NPT"
"TXSB","San Bernard N.W.R.",28.8667,-95.5667,"526",5.1823,"1998","NPT"
"TXLS","La Sal Vieja",26.4849,-97.9649,"518",8.6333,"1998","NPT"
"TXCO","Comstock",29.7104,-101.2531,"517",13.2564,"1998","NPT"
"CAHF","Hayward-Fremont",37.6068,-122.0667,"503",2.9075,"1998","NPT"
"MXPP","Puerto Penasco, Sonora, Mexico",31.3501,-113.5167,"500",10.5263,"1998","NPT"
"WAGH","Grays Harbor",46.9667,-124.05,"481",3.8947,"1998","NPT"
"WAPT","Port Townsend",48.05,-122.7333,"469",5.6168,"1998","NPT"
"CASD","San Diego",32.6473,-117.117,"456",2.1459,"1998","NPT"
"OKTI","Tishomingo N.W.R.",34.1833,-96.65,"450",28.125,"1998","NPT"
"NJBP","Belleplain",39.25,-74.9333,"439",5.0751,"1998","NPT"
"WAED","Edmonds",47.8524,-122.2489,"433",7.1867,"1998","NPT"
"DECH","Cape Henlopen-Prime Hook",38.8072,-75.1878,"430",8.4314,"1998","NPT"
"CASS","Salton Sea (south)",33.1579,-115.6132,"411",8.0588,"1998","NPT"
"CAMR","Morro Bay",35.3,-120.7767,"410",1.5922,"1998","NPT"
"CAAN","Año Nuevo",37.2147,-122.3182,"408",2.8885,"1998","NPT"
"TXBZ","Brazos Bend",29.3734,-95.6688,"408",4.6102,"1998","NPT"
"CASA","Santa Ana River Valley",33.9068,-117.4889,"408",15.1111,"1998","NPT"
"TXDR","Del Rio",29.4651,-100.9585,"402",5.8051,"1998","NPT"
"OKSE","Sequoyah",34.4985,-94.9695,"400",11.7647,"1998","NPT"
"WAOH","Oak Harbor",48.2646,-122.6805,"374",3.8756,"1998","NPT"
"WAOL","Olympia",47.0722,-122.8533,"367",1.6026,"1998","NPT"
"WAML","Moses Lake",47.1381,-119.3214,"350",6.5116,"1998","NPT"
"TXCC","Corpus Christi",27.8334,-97.5833,"346",3.1455,"1998","NPT"
"LACR","Creole",29.8159,-93.1113,"345",4.4231,"1998","NPT"
"ONLP","Long Point",42.6211,-80.3908,"344",1.977,"1998","NPT"
"BCVA","Vancouver",49.2603,-123.105,"338",0.8284,"1998","NPT"
"WILC","La Crosse",43.8149,-91.2503,"338",3.83,"1998","NPT"
"BCPL","Port Clements",53.6346,-132.2129,"335",17.4935,"1998","NPT"
"LATR","Tensas River N.W.R.",32.2833,-91.3667,"334",9.7093,"1998","NPT"
"NJSA","Salem",39.614,-75.4142,"333",3.6593,"1998","NPT"
"NJOC","Oceanville",39.4422,-74.4605,"332",3.6685,"1998","NPT"
"WALP","Leadbetter Point",46.5605,-123.9894,"313",12.7755,"1998","NPT"
"ILPM","Pere Marquette Park",38.9968,-90.6051,"313",4.8906,"1998","NPT"
"ORCE","Columbia Estuary",46.2192,-123.9461,"312",4.3944,"1998","NPT"
"UTSL","Salt Lake City",40.7695,-111.8884,"306",3.6,"1998","NPT"
"BCNN","Nanaimo",49.1668,-123.9333,"290",2.8571,"1998","NPT"
"TXBA","Balmorhea",30.9858,-103.7459,"281",7.7517,"1998","NPT"
"BCVI","Victoria",48.4667,-123.4,"280",0.6948,"1998","NPT"
"AZMY","Martinez Lake-Yuma",32.8884,-114.4623,"279",2.7488,"1998","NPT"
"WASJ","San Juan Islands Archipelago",48.5462,-123.013,"275",3.3435,"1998","NPT"
"CAMC","Marin County (southern)",37.9214,-122.5643,"272",0.7401,"1998","NPT"
"IDAF","American Falls Reservoir",42.9833,-112.7,"270",5.3465,"1998","NPT"
"VABB","Back Bay N.W.R.",36.65,-76,"269",3.0225,"1998","NPT"
"NMFA","Farmington",36.7833,-108.102,"267",5.3668,"1998","NPT"
"AZNO","Nogales",31.4338,-110.9358,"252",3.6788,"1998","NPT"
"KSLS","Liberal-Seward County",37.1222,-100.8574,"250",27.7778,"1998","NPT"
"MSSI","Sidon",33.3624,-90.2479,"250",22.7273,"1998","NPT"
"NLSJ","St. Johns",47.5833,-52.7239,"249",3.309,"1998","NPT"
"NMLO","Loving",32.291,-104.0667,"242",5.2043,"1998","NPT"
"BCCO","Comox",49.6726,-124.9287,"235",2.5134,"1998","NPT"
"TNHI","Hiwassee",35.3655,-84.92,"233",3.2361,"1998","NPT"
"MOCO","Columbia",38.8915,-92.3348,"231",1.5,"1998","NPT"
"CACC","Contra Costa County",37.9538,-121.9923,"230",0.9787,"1998","NPT"
"CALB","Long Beach-el Dorado",33.8533,-118.0908,"226",3.0644,"1998","NPT"
"FLZE","Zellwood-Mount Dora",28.7309,-81.6062,"223",2.8228,"1998","NPT"
"CAPA","Palo Alto",37.4064,-122.1559,"209",0.9289,"1998","NPT"
"LALA","Lafayette",30.1901,-92.1042,"207",1.7037,"1998","NPT"
"TXKI","Kingsville",27.4658,-97.8551,"201",2.9668,"1998","NPT"
"WATO","Toppenish N.W.R.",46.3609,-120.4179,"201",3.4805,"1998","NPT"
"ARLV","Lake Village",33.4,-91.3167,"200",2.9851,"1998","NPT"
"IDHV","Hagerman Valley",42.8167,-114.9,"196",5.6,"1998","NPT"
"CALU","La Purisima",34.6616,-120.5368,"191",2.2017,"1998","NPT"
"ALEU","Eufaula N.W.R.",31.9939,-85.0886,"190",4.4444,"1998","NPT"
"TXAZ","Anzalduas-Bentsen",26.2235,-98.3944,"184",2.9091,"1998","NPT"
"TXCK","Choke Canyon",28.4913,-98.3082,"177",1.6542,"1998","NPT"
"MSML","Moon Lake (Lula)",34.4937,-90.4931,"166",15.8095,"1998","NPT"
"DERE","Rehoboth",38.6035,-75.1073,"165",1.8539,"1998","NPT"
"CARS","Rancho Santa Fe",33.0003,-117.1628,"164",1.1007,"1998","NPT"
"ARHB","Holla Bend N.W.R.",35.166,-93.1382,"162",5.1024,"1998","NPT"
"CORO","Rocky Ford",38.1326,-103.679,"160",5.1613,"1998","NPT"
"CAOV","Oceanside-Vista-Carlsbad",33.1903,-117.2796,"151",0.9152,"1998","NPT"
"CAOA","Oakland",37.8146,-122.233,"148",0.4837,"1998","NPT"
"ILHL","Horseshoe Lake",37.2089,-89.3311,"144",1.618,"1998","NPT"
"TXPM","Palmetto S.P.",29.5833,-97.5833,"141",1.8863,"1998","NPT"
"TXWW","Welder Wildlife Refuge",28.1136,-97.4171,"141",3.2601,"1998","NPT"
"MOBO","Big Oak Tree S.P.",36.6667,-89.2667,"141",6.7143,"1998","NPT"
"WATC","Tri-Cities",46.2357,-119.1805,"137",1.2744,"1998","NPT"
"CAMD","Moss Landing",36.897,-121.7407,"132",0.4648,"1998","NPT"
"UTOG","Ogden",41.2198,-112.064,"132",2.8085,"1998","NPT"
"TXFD","Falcon Dam and S.P.",26.4967,-99.0884,"128",3.4362,"1998","NPT"
"TXOR","Old River",29.8776,-94.7263,"127",1.8815,"1998","NPT"
"MOSL","Swan Lake N.W.R.",39.6742,-93.2241,"126",4.5,"1998","NPT"
"TNCC","Cross Creeks N.W.R.",36.476,-87.7528,"122",2.0678,"1998","NPT"
"OKWA","Washita N.W.R.",35.6495,-99.2797,"120",2.6519,"1998","NPT"
"COBL","Barr Lake",39.9721,-104.6955,"118",4.4528,"1998","NPT"
"NYMK","L.I.: Montauk",41.05,-72,"114",0.6404,"1998","NPT"
"ONKG","Kingston",44.206,-76.4611,"112",1.1429,"1998","NPT"
"WAWK","Wahkiakum",46.1917,-123.4667,"111",2.1043,"1998","NPT"
"CAML","Mono Lake",37.9561,-119.1201,"110",2.3158,"1998","NPT"
"BCPA","Port Alberni",49.2573,-124.814,"109",2.1165,"1998","NPT"
"NCOI","Ocracoke Island",35.15,-75.8833,"109",1.8167,"1998","NPT"
"TXLH","Lake Houston",29.94,-95.18,"105",1.6279,"1998","NPT"
"CALH","Lake Henshaw",33.2112,-116.7255,"103",0.8224,"1998","NPT"
"MANE","Newburyport",42.7398,-70.8987,"99",0.6622,"1998","NPT"
"NCCH","Cape Hatteras",35.2188,-75.6067,"98",0.8991,"1998","NPT"
"CAPS","Pasadena-San Gabriel Valley",34.1199,-118.0913,"93",0.6703,"1998","NPT"
"OREU","Eugene",44.0768,-123.179,"90",0.4743,"1998","NPT"
"AZRC","Ramsey Canyon",31.4599,-110.2068,"89",1.2714,"1998","NPT"
"BCMA","Greater Masset",54.0464,-132.1903,"86",1.9006,"1998","NPT"
"AKGB","Glacier Bay",58.4506,-135.8721,"86",2.5672,"1998","NPT"
"WASE","Seattle",47.6017,-122.3341,"82",0.3516,"1998","NPT"
"ILCS","Crane Lake-Sangamon",40.1233,-90.2323,"78",2.8364,"1998","NPT"
"TXCT","Coastal Tip",26.0278,-97.2334,"76",7.2381,"1998","NPT"
"CODV","Denver (urban)",39.7347,-104.8753,"75",0.7353,"1998","NPT"
"LAVE","Venice",29.3392,-89.4767,"75",3.125,"1998","NPT"
"CAWS","Western Sonoma County",38.3853,-123.0306,"74",0.3061,"1998","NPT"
"AZTV","Tucson Valley",32.3016,-110.9735,"73",0.5541,"1998","NPT"
"ORSU","Summer Lake",42.9731,-120.7778,"72",1.8701,"1998","NPT"
"CASR","Santa Rosa",38.4379,-122.7116,"71",0.5504,"1998","NPT"
"AZPR","Prescott",34.5419,-112.4701,"70",0.5469,"1998","NPT"
"TXST","San Antonio",29.3148,-98.608,"69",0.3833,"1998","NPT"
"NVRL","Ruby Lake",40.2,-115.5,"68",2.8936,"1998","NPT"
"BCPQ","Parksville-Qualicum Beach",49.3458,-124.36,"68",0.8662,"1998","NPT"
"MXSC","San Carlos, Sonora, Mexico",28.0389,-110.9377,"67",6.0909,"1998","NPT"
"NJCM","Cape May",39.0123,-74.8778,"67",0.3084,"1998","NPT"
"CAPP","Palos Verdes Peninsula",33.7723,-118.3279,"67",0.5095,"1998","NPT"
"ILWM","Western Mercer County",41.1702,-90.9198,"65",2,"1998","NPT"
"FLMR","Myakka River S.P.",27.233,-82.236,"65",0.9028,"1998","NPT"
"QCMO","Montreal",45.4525,-73.6443,"64",0.4942,"1998","NPT"
"RISK","South Kingstown",41.4295,-71.5588,"62",0.5124,"1998","NPT"
"OKNO","Norman",35.2655,-97.3767,"62",0.5561,"1998","NPT"
"TXBF","Buffalo Bayou",29.7715,-95.5699,"60",0.5042,"1998","NPT"
"CASJ","San Jose",37.4033,-121.8821,"59",0.2611,"1998","NPT"
"MIMO","Monroe",41.8731,-83.4425,"58",1,"1998","NPT"
"NJBA","Barnegat",39.6667,-74.1667,"56",0.9333,"1998","NPT"
"LADA","D'Arbonne",32.6583,-92.241,"55",0.625,"1998","NPT"
"FLCB","Choctawhatchee Bay",30.4462,-86.5182,"55",0.44,"1998","NPT"
"AZ18","Salt-Verde Rivers",33.55,-111.7333,"55",0.1522,"1998","NPT"
"TXSR","Sea Rim S.P.",29.7334,-93.9563,"55",0.7774,"1998","NPT"
"MSSU","Sumner",33.9667,-90.3667,"53",3.6552,"1998","NPT"
"GAGC","Glynn County",31.1128,-81.4261,"53",0.6974,"1998","NPT"
"TXHO","Houston",29.7497,-94.9492,"52",0.4837,"1998","NPT"
"IDNA","Nampa",43.568,-116.6729,"52",0.8,"1998","NPT"
"ARPB","Pine Bluff",34.2295,-92.0033,"52",0.8631,"1998","NPT"
"QCQU","Quebec",46.7952,-71.2532,"51",0.2179,"1998","NPT"
"NCPE","Pettigrew S.P.",35.7667,-76.45,"50",1.6949,"1998","NPT"
"OKHR","Hulah Reservoir",36.9289,-96.0873,"50",0.7278,"1998","NPT"
"CAAA","Auburn",38.9758,-121.1438,"49",0.3769,"1998","NPT"
"BCSI","Skidegate Inlet",53.2112,-131.9876,"48",1.7615,"1998","NPT"
"CACW","Caswell-Westley",37.6061,-121.174,"48",0.6486,"1998","NPT"
"NCPD","Pee Dee N.W.R.",35.1167,-80.05,"47",0.7833,"1998","NPT"
"ORCB","Coos Bay",43.3759,-124.2973,"46",0.4071,"1998","NPT"
"IDTV","Teton Valley",43.7231,-111.111,"46",0.5333,"1998","NPT"
"FLCO","Cocoa",28.3622,-80.7026,"45",0.3285,"1998","NPT"
"MOML","Montrose Lake Wildlife Area",38.2521,-93.8217,"44",0.9462,"1998","NPT"
"TXFW","Fort Worth",32.7661,-97.4715,"44",0.2292,"1998","NPT"
"KSPA","Parsons",37.4643,-95.2528,"42",1.0244,"1998","NPT"
"TXMC","Mckinney",33.1585,-96.6154,"42",0.5615,"1998","NPT"
"ONHA","Hamilton",43.2679,-79.8852,"42",0.238,"1998","NPT"
"NYQU","L.I.: Queens",40.6932,-73.7448,"42",0.5,"1998","NPT"
"OKSP","Salt Plains N.W.R.",36.785,-98.1789,"41",1.7083,"1998","NPT"
"CACH","China Lake",35.6518,-117.7056,"41",0.5754,"1998","NPT"
"NMCA","Caballo",32.953,-107.3122,"40",0.8989,"1998","NPT"
"ONOW","Oshawa",43.9085,-78.8141,"40",0.339,"1998","NPT"
"CORF","Roaring Fork River Valley",39.4579,-107.2624,"40",0.6584,"1998","NPT"
"MIRO","Rockwood",42.0684,-83.2499,"40",0.4665,"1998","NPT"
"TXSC","Spring Creek",30.1268,-95.4432,"40",1.194,"1998","NPT"
"KSHN","Halstead-Newton",38.0599,-97.4338,"40",0.5112,"1998","NPT"
"NYNN","L.I.: Northern Nassau County",40.866,-73.5938,"39",0.2583,"1998","NPT"
"WYJH","Jackson Hole",43.5742,-110.7332,"38",0.4225,"1998","NPT"
"SCSN","Santee N.W.R.",33.5104,-80.408,"37",0.4774,"1998","NPT"
"LAJB","Johnsons Bayou",29.801,-93.7149,"37",0.3364,"1998","NPT"
"WATA","Tacoma",47.2335,-122.5167,"37",0.2379,"1998","NPT"
"LAST","St. Tammany Parish",30.4211,-90.0886,"36",0.3341,"1998","NPT"
"KSCB","Cedar Bluff",38.75,-99.7667,"35",2.5926,"1998","NPT"
"IACL","Clinton",41.9801,-90.174,"35",0.979,"1998","NPT"
"ORYB","Yaquina Bay",44.5866,-124.0642,"35",0.4861,"1998","NPT"
"AZAV","Avra Valley",32.2501,-111.25,"34",0.4416,"1998","NPT"
"BCDB","Deep Bay",49.4657,-124.7362,"34",0.7727,"1998","NPT"
"CASB","Santa Barbara",34.4512,-119.7627,"33",0.0722,"1998","NPT"
"NYCS","L.I.: Central Suffolk County",40.8333,-72.7838,"33",0.2089,"1998","NPT"
"NYSM","L.I.: Smithtown",40.9133,-73.1386,"33",0.4714,"1998","NPT"
"NYSN","L.I.: Southern Nassau County",40.6298,-73.5907,"33",0,"1998","NPT"
"COBO","Boulder",40.0256,-105.2725,"33",0.1294,"1998","NPT"
"FLPR","Peace River",26.9243,-82.0474,"32",0.3879,"1998","NPT"
"FLGA","Gainesville",29.6027,-82.3127,"32",0.1855,"1998","NPT"
"TXBS","Big Spring",32.2391,-101.4162,"32",1.4545,"1998","NPT"
"TXLK","Lake Tawakoni",32.7667,-95.9167,"32",0.5141,"1998","NPT"
"WACC","Cowlitz-Columbia",46.1092,-122.9787,"31",0.6889,"1998","NPT"
"HIWO","O'ahu: Waipi'o",21.4618,-158.0128,"31",0.7799,"1998","NPT"
"ORPD","Portland",45.5167,-122.7,"31",0.159,"1998","NPT"
"IDSV","Sun Valley",43.3081,-114.067,"30",1.875,"1998","NPT"
"COGJ","Grand Junction",39.1208,-108.6081,"29",0.2086,"1998","NPT"
"TXGA","Galveston",29.3333,-94.8333,"28",0.2629,"1998","NPT"
"HIKU","Moloka'i: Kualapu'u",21.1333,-157.0167,"28",1.4359,"1998","NPT"
"ILCE","Carlyle Lake",38.7,-89.2667,"28",0.5628,"1998","NPT"
"NJMO","Moorestown",39.9422,-74.9391,"27",0.2903,"1998","NPT"
"NJBO","Boonton",40.85,-74.3833,"27",0.1521,"1998","NPT"
"MOSC","Loess Bluffs (formerly Squaw Creek) N.W.R.",40.0833,-95.2667,"27",0.9643,"1998","NPT"
"AZGV","Green Valley-Madera Canyon",31.7923,-110.9151,"27",0.1978,"1998","NPT"
"TXLV","Lewisville",33.0301,-96.9929,"27",0.3234,"1998","NPT"
"TXSA","Santa Ana N.W.R.",26.1492,-98.1917,"26",0.3895,"1998","NPT"
"ORPR","Prineville",44.3668,-120.75,"26",0.5778,"1998","NPT"
"RINC","Newport County-Westport",41.5369,-71.1566,"26",0.3171,"1998","NPT"
"BCSA","Salmon Arm",50.7,-119.2333,"26",0.7429,"1998","NPT"
"WAPG","Port Gamble",47.8333,-122.6,"26",0.3562,"1998","NPT"
"CABA","Bakersfield",35.4311,-118.9173,"26",0.2385,"1998","NPT"
"ORPO","Port Orford",42.8196,-124.4828,"25",0.3268,"1998","NPT"
"WAEL","Ellensburg",47.006,-120.5895,"25",0.4098,"1998","NPT"
"LALO","Lake Ophelia N.W.R.",31.2333,-91.9,"25",1.6667,"1998","NPT"
"NMCL","Clayton",36.5177,-103.2546,"25",0.8929,"1998","NPT"
"MXGF","Gomez Farias, Tamaulipas, Mexico",23.1118,-99.1816,"24",0.338,"1998","NPT"
"TXCS","College Station",30.593,-96.3175,"24",0.2092,"1998","NPT"
"HINK","Hawai'i: North Kona",19.7428,-155.9317,"24",2.9448,"1998","NPT"
